sample,function,source,Time,Time .1,Token number,tape number,clause I,clause f,clause m,Label,cluster,cluster_color,is_real
"The coach observed players neglecting mental health, leading to burnout or inability to focus during games.Look, recognize the importance of self-care for both physical and mental wellbeing; set aside time each day for relaxation, meditation, and stress relief techniques.Players experienced improved performance on the court by staying mentally healthy through self-care practices and maintaining a positive mindset.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees avoiding constructive feedback or criticism, fearing judgment or repercussions.Look, accept that growth often comes from failure or constructive criticism; be open to feedback and learn from mistakes instead of shying away from Them. Employees became more self-aware and better professionals through meaningful discussions about their work performance and career development.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients avoiding regular checkups, fearing medical tests or procedures.Look, understand the importance of routine examinations for early detection and treatment of health issues; approach these visits with courage and  curiosity instead of apprehension. Patients lived healthier lives thanks to preventative care and prompt treatment when necessary.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient neglecting mental health self-care, such as journaling or seeking therapy for emotional wellbeing. Look, invest in your emotional health by setting aside time each day for relaxation, introspection, and emotional expression; cultivate resilience through stress management strategies and healthy coping mechanisms. Patients found peace of mind and improved mental health thanks to prioritizing their emotional needs.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players resorting to unsportsmanlike behavior during games, such as taunting opponents or unsavory celebrations. Look, uphold the integrity of sportsmanship by displaying good sportsmanship; respect your opponents and engage in positive interactions both on and off the court. Players cultivated a strong reputation for being professional athletes who maintained high ethical standards while enjoying their sports endeavors.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients avoiding exercise or physical activity due to misconceptions about the potential risks involved. Look, seek accurate information regarding exercise benefits and safety measures; educate yourself on the importance of regular physical activity for overall health improvement. Patients discovered the joys of exercise and reaped its numerous rewards through dedication to an active lifestyle.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient neglecting dental care, leading to potential oral health issues down the road. Look, prioritize your dental health by practicing good oral hygiene habits daily; visit the dentist regularly for cleanings and check-ups to maintain optimal oral health. Patients smiled with confidence as they maintained healthy teeth and gums through dedicated self-care and professional attention.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players engaging in dangerous activities during training sessions that could potentially cause long-term injuries. Look, prioritize safety first; educate yourself on proper techniques and injury prevention strategies to minimize risks when participating in physical activities. Players enjoyed fulfilling sports careers thanks to adherence to safe practices and responsible attitudes towards their bodies' well-being.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees disregarding company policies or protocols, potentially jeopardizing the organization's reputation or financial stability. Look, respect the rules established by your employer; understand that consistency and adherence to company guidelines contribute to a positive workplace culture. Employees built trust within their teams and among colleagues through accountability, collaboration, and compliance with workplace policies.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients refusing recommended lifestyle changes or medication adjustments due to perceived inconvenience or discomfort. Look, prioritize long-term health benefits over short-term comfort; work closely with healthcare providers to create manageable action plans tailored to your unique needs. Patients lived longer, healthier lives thanks to effective management of their health issues through commitment and perseverance in pursuit of wellness.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players showing disregard for the opposing team's dignity or safety during games, leading to increased animosity and unsportsmanlike conduct. Look, practice good sportsmanship by treating opponents with respect; honor the spirit of competition while remaining mindful of fairness and player safety at all times. Players cultivated a strong reputation for being professional athletes who prioritized sportsmanship and camaraderie over animosity or aggression.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees neglecting teamwork or collaboration, opting instead for individualistic approaches that compromised overall project success. Look, value teamwork as an essential component of any successful endeavor; embrace collaboration by contributing your unique strengths while respecting the talents and ideas of others. Employees thrived in their careers through collective problem-solving techniques and mutual support in reaching common goals.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients failing to take necessary precautions against contagious diseases, putting themselves and others at risk of infection. Look, prioritize your health and the health of those around you by following guidelines for disease prevention; understand that simple measures such as handwashing and vaccinations can significantly reduce the spread of infectious illnesses.Patients enjoyed better health outcomes thanks to a commitment to personal responsibility in maintaining cleanliness and adhering to preventative healthcare measures.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient disregarding self-care practices, such as failing to manage stress or engage in adequate exercise, leading to increased vulnerability to various medical issues.Look, prioritize self-care by setting aside time each day for relaxation, physical activity, and mental health maintenance; recognize that taking care of yourself is essential for long-term wellness and happiness. Patients improved their quality of life by practicing self-compassion and investing in their overall well-being.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher saw students struggling academically due to lack of study skills, organization, or time management abilities. Look, equip yourself with essential learning strategies by developing a study routine, setting priorities, and establishing realistic goals; seek help from teachers, tutors, or mentors if necessary. Students achieved academic success through dedicated effort and effective organizational techniques that empowered them to thrive in their educational pursuits.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players ignoring feedback or criticism from coaches or teammates, limiting their opportunities for growth and improvement. Look, welcome constructive criticism as an opportunity for self-improvement; embrace a growth mindset by valuing honest feedback and using it to inform your development as an athlete. Players transformed into formidable competitors through a commitment to continuous learning and refinement of their skills based on thoughtful advice from coaches, teammates, and peers.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees resisting change or innovation, stifling progress and limiting the organization's potential for growth. Look, foster adaptability by embracing new ideas and welcoming innovative solutions; recognize that change is necessary for continued success and be open to learning from others in the industry.Employees thrived in their careers by adapting quickly to shifting trends and evolving technologies, driving the organization forward towards increased prosperity and longevity.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players prioritizing personal glory over team success, leading to discordant locker room dynamics and reduced overall performance. Look, prioritize unity and camaraderie among teammates by placing the collective good above individual ambition; celebrate each other's achievements  while recognizing that a strong team depends on mutual support and trust. Players cultivated winning teams that thrived under an ethos of cooperation and brotherhood, ultimately earning success through shared sacrifice and commitment.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees neglecting their professional development, leading to stagnation in their careers or reduced potential for growth within the organization. Look, invest in yourself by continually learning, expanding your skill set, and seeking out opportunities for advancement; prioritize personal and professional development as key components of long-term success.Employees became valuable contributors to the company through ongoing education, increased proficiency, and dedication to career progression.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient neglecting mental health self-care, such as avoiding social interactions or refusing counseling services. Look, recognize the importance of mental health maintenance by seeking help when needed; prioritize your emotional wellbeing by fostering positive relationships, engaging in meaningful activities, and practicing stress reduction techniques.Patients enjoyed happier, healthier lives thanks to proactive attention towards mental health needs and a commitment to holistic self-care.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher saw students struggling academically due to lack of focus or motivation, leading to disengagement and missed opportunities for personal growth. Look, cultivate a love for learning by setting goals, creating a study routine, and surrounding yourself with positive influences; recognize that education is empowering and worthwhile in its own right, not just as a means to an end. Students flourished in their educational journeys through dedication, perseverance, and appreciation of the transformative power of knowledge.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players giving up easily when faced with adversity or failure, allowing discouragement to overshadow determination and hard Work. Look, embrace resilience by pushing past obstacles and learning from setbacks; recognize that failure is an essential aspect of growth and perseverance, not a sign of weakness or defeat. Players developed winning mindsets by adapting quickly to challenges, adopting strategies for improvement, and displaying grit in the face of adversity.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees shirking responsibility, passing the blame onto others for mistakes or errors. Look, take ownership of your work and accept accountability for your actions; practice humility by acknowledging when you are wrong and learning from your mistakes rather than pointing fingers at others. Employees became respected colleagues and valued team members through integrity, transparency, and unwavering commitment to excellence in their respective roles.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients ignoring recommendations regarding diet or nutrition, leading to a host of health problems such as obesity, diabetes, or heart disease. Look, prioritize health by making conscious decisions about what you consume; seek out nutrient-rich foods and practice moderation in all things, recognizing that maintaining a balanced diet is essential for overall wellness.Patients enjoyed better health outcomes through thoughtful dietary choices and dedication to optimal nutrition as foundational components of holistic wellbeing.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher observed students texting during the lecture.Look, put your phones away until the break so we can concentrate.The students thanked the teacher for a productive learning experience.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient neglecting personal hygiene, potentially leading to various medical issues or exacerbating existing conditions. Look, recognize the importance of cleanliness in maintaining good health; practice regular handwashing, oral care, and bathing while staying current on vaccinations to reduce your vulnerability to illnesses.Patients experienced improved physical well-being thanks to conscientious self-care routines and vigilance regarding hygienic practices.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players showing disregard for coaches or staff, failing to follow instructions or exhibiting insubordination during practices or games. Look, demonstrate respect and obedience towards authority figures by understanding that rules are in place for a reason; practice humility by following instructions willingly, recognizing that discipline and guidance from experienced mentors are essential components of success as an athlete. Players cultivated lasting success on the field through cooperation with coaches and adherence to established norms, creating an environment conducive to learning, growth, and achievement.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees disregarding company values or guidelines, compromising organizational culture and undermining trust among colleagues. Look, embody the values of your organization by upholding high ethical standards in all aspects of work; adhere strictly to policies and procedures  while advocating for transparency and accountability at every level. Employees fostered a strong sense of belonging within their workplace by aligning their actions with company principles, reinforcing positive cultural norms, and contributing to a culture of integrity and professionalism.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients disregarding advice regarding exercise or physical activity, potentially leading to a sedentary lifestyle and increased risk of chronic health issues like obesity or diabetes. Look, prioritize fitness by setting realistic goals for physical activity and seeking out opportunities to stay active; recognize that incorporating exercise into daily life is essential for maintaining good health and promoting longevity. Patients experienced improved quality of life through dedicated effort towards wellness and the development of lifelong habits that support optimal health outcomes.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient neglecting self-care or refusing treatment, potentially exacerbating existing medical conditions or delaying recovery from illnesses. Look, prioritize your health by adhering to prescribed treatment plans and following recommendations for self-care; recognize that attending regular check-ups, taking medication as directed, and engaging in preventative care are key components of maintaining good health. Patients enjoyed better health outcomes through conscientious adherence to medical guidance and diligence in monitoring their overall wellbeing.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher saw students neglecting their assignments or failing to attend class regularly, compromising their own educational opportunities and potentially damaging their future prospects.Look, recognize the value of education as an investment in your future; prioritize academic success by maintaining a regular study routine, seeking help when needed, and attending classes diligently.Students secured brighter futures through dedicated effort, perseverance, and commitment to lifelong learning, unlocking opportunities for personal growth and fulfillment.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players engaging in hazing or other harmful behaviors towards teammates, creating a toxic culture of bullying and fostering emotional harm within the locker room.Look, promote a positive and supportive environment by treating all members of your team with respect and kindness; recognize that each individual has unique strengths, challenges, and experiences, and should be treated with empathy and compassion. Players cultivated strong teams by emphasizing mutual support, empathy, and accountability among peers, creating an atmosphere conducive to growth, personal development, and success on the field.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees exhibiting unprofessional behavior such as gossiping, spreading rumors, or otherwise damaging the professional reputation of colleagues or the company as a whole. Look, maintain a positive and respectful work environment by treating all interactions with integrity and courtesy; focus on building relationships based on trust, communication, and collaboration rather than engaging in destructive office politics. Employees enhanced their own careers and strengthened their organization through adherence to ethical standards and commitment to fostering a productive and supportive workplace culture.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor observed her patient getting agitated before a painful procedure.Look, take deep breaths and concentrate on something calming to help you relax.The patient listened, felt better, and was able to complete the necessary treatment.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients failing to prioritize sleep, potentially compromising immune function, cognitive ability, or emotional wellbeing. Look, recognize the importance of rest for overall health and productivity; establish a consistent sleep schedule, create a calming nighttime routine, and ensure that your sleeping environment is conducive to optimal rest. Patients experienced improved quality of life through dedicated attention towards maintaining healthy sleep habits and fostering an environment that supports deep, restorative slumber.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players giving up on challenging plays or difficult situations, surrendering their athletic potential to fear or timidity.Look, embrace a winning mentality by pushing past your limits, facing challenges head-on, and refusing to accept defeat; understand that adversity is an opportunity for growth and that overcoming obstacles strengthens both mind and body. Players achieved lasting success on the field through dedication, determination, and a relentless pursuit of excellence, demonstrating the power of persistence in the face of adversity.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher observed her student texting instead of paying attention during class.Look, turn off your phone and focus on today's lesson so that you can learn something valuable.The student set aside their phone, engaged with the class material, and made significant improvements in their studies.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher saw students arguing about their answers during test time.Look, finish writing down your own responses then discuss your differences.The class earned a passing grade with a sense of accomplishment.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players discussing strategies off the field.Look, focus on your individual improvement first before team strategies.The players came together with newfound unity and determination.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager noticed employees hesitating to take risks or express original ideas due to fear of failure, stifling creativity and innovation within the organization.Look, cultivate an environment that supports calculated risk-taking and encourages open communication about new ideas; understand that bold action can lead to breakthroughs, advancements, and unparalleled success.Employees fostered professional growth and strengthened their organization through embracing change, innovation, and the willingness to push beyond traditional boundaries in pursuit of progress.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed an anxious patient refusing to get their blood drawn.Look, I understand your fears but letting me draw your blood is essential for your care—let's work together to make it less scary!The nurse used calming words, distraction techniques, and gentle handholding to reassure the patient, ensuring a successful phlebotomy.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher saw students using phones to browse social media during class time.Look, put your devices away during lectures so we can concentrate better.The students thanked the teacher for maintaining a conducive learning environment.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor observed a patient not adhering to dietary restrictions.Look, stick to your prescribed meal plan for better outcomes.The patient saw improvements in their health and overall well-being.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse saw the patient ignoring her instructions on wound care.Look, clean and dress your wound according to our protocols.The patient healed faster and developed a stronger bond with the nursing staff.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher found students engaging in classroom horseplay during lessons.Look, maintain a serious and respectful attitude towards your education.The students began engaging more in meaningful discussions about their subjects.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players gossiping instead of practicing.Look, focus on perfecting your game rather than idle talk.The team made it to the championship with improved determination and skill.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients neglecting regular check-ups or preventative care appointments, potentially leading to missed opportunities for early diagnosis and treatment of illnesses.Look, prioritize your health by scheduling routine appointments with your healthcare provider; understand that proactive care is essential for maintaining optimal wellbeing, catching problems early, and reducing the likelihood of complications.Patients enjoyed better health outcomes through diligent attention towards preventative care and unwavering commitment to ongoing monitoring and management of their overall health, ultimately leading to better health, increased vitality, and greater overall happiness.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw the patient ignoring physical therapy exercises.Look, attend every session and do the exercises consistently.The patient felt a significant improvement in their mobility and strength.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse found the patient not taking medication on schedule.Look, keep track of your doses to ensure they are taken at correct times.The patient's health steadily improved with better management of symptoms.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players chatting unrelated topics during practice.Look, focus on your drills so you can play better during games.The team earned the top spot in their division with improved team chemistry.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher observed students arguing about trivial matters during debates.Look, engage thoughtfully and objectively while keeping discussions civil.The class grew smarter and more adaptable to diverse viewpoints.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient neglecting personal hygiene, potentially leading to various medical issues or exacerbating existing conditions.Look, recognize the importance of cleanliness in maintaining good health; practice regular handwashing, oral care, and bathing while staying current on vaccinations to reduce your vulnerability to illnesses.Patients experienced improved physical well-being thanks to conscientious self-care routines and a commitment to fostering an environment that supports cleanliness, hygiene, and good health practices.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The manager found employees using company time for leisurely chats.Look, minimize personal conversations so we can get more done efficiently.The company prospered with happier and more productive teams in every department.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed a patient taking more than prescribed doses of medication.Look, follow your medication schedule exactly as advised to avoid complications.The patient realized the importance of compliance for better health outcomes.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher saw students gossiping during class instead of listening attentively.Look, remain focused on your lessons so you can reach your full potential in learning.The students' test scores improved significantly after being reminded of their focus.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players talking on their phones during training sessions.Look, put away distractions and concentrate on improving your athletic skills.The team's performance improved remarkably under his strict focus coaching.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw a patient ignoring the exercise regimen she'd prescribed.Look, follow your personalized fitness plan to manage your health concerns effectively.The patient thanked her doctor for inspiring her newfound dedication to exercise.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher found students distracting others during tests instead of focusing on their own exams.Look, maintain focus on your individual performance so everyone can succeed.The class aced their final exams with scores beyond expectations.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The coach observed players being disrespectful towards teammates during games.Look, support each other and communicate effectively on the field.The team made it to the finals thanks to improved chemistry and unity.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The teacher observed students talking loudly during group discussions.Look, whisper or use headphones when discussing with classmates to minimize distractions for others.The class completed their assignments with surprising speed and accuracy.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The doctor saw patients not following their diet recommendations for weight loss.Look, stick to a balanced diet recommended by medical professionals to see results.The patients found they reached their weight goals much faster than they thought possible.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The nurse observed patients refusing to take medications needed for recovery.Look, understand the reasons for these drugs and trust in your healthcare team's expertise.The patients experienced better health outcomes with the right medication adherence.",DIR,,,,,,,,,L,0,tab10_color_0,False
"The architect saw an intern ignoring feedback from colleagues on a design project.Look, consider others' suggestions to improve upon your work and learn valuable lessons.The intern became an exceptional designer by embracing collaboration with his peers.",DIR,,,,,,,,,L,0,tab10_color_0,False
